ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
IRL,Ireland,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.876,-4.2,-4.948,-3.165,-1.2,0.5,1.9,1.472,1.314,0.279,-2.29,-0.228,-0.192,n/a,n/a,n/a,n/a,2020
ISR,Israel,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","33,936.11","35,160.72","35,494.11","36,502.75","37,286.31","37,386.70","38,293.18","39,206.06","39,988.50","40,710.86","39,128.19","41,148.34","42,064.55","42,792.64","43,400.67","43,989.70","44,595.18",2020
ISR,Israel,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","30,791.28","33,787.43","32,681.20","36,515.12","37,864.41","35,822.86","37,341.60","40,790.93","42,079.34","43,965.66","44,181.17","49,840.25","52,504.19","54,444.87","56,247.48","57,972.97","59,647.13",2020
ISR,Israel,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
ITA,Italy,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","42,576.56","42,693.06","41,312.44","40,436.06","40,388.24","40,736.62","41,353.91","42,111.53","42,599.57","42,808.50","39,125.49","41,424.26","43,214.25","43,942.49","44,411.95","44,869.75","45,321.33",2019
ITA,Italy,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","35,815.62","38,276.03","34,743.73","35,534.99","35,836.18","30,463.70","31,190.79","32,648.76","34,921.01","33,521.34","31,604.43","35,584.88","38,168.69","39,831.37","41,252.80","42,688.76","44,059.79",2019
ITA,Italy,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.31,-0.458,-2.79,-4.07,-4.1,-3.43,-2.614,-1.62,-1.133,-1.273,-6.136,-4.904,-1.411,-0.434,-0.064,0.205,0.444,2020
JAM,Jamaica,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","9,920.97","10,035.02","9,958.60","9,968.47","10,017.36","10,090.25","10,233.18","10,286.74","10,455.17","10,544.60","9,474.21","9,896.48","10,150.74","10,382.93","10,584.10","10,762.97","10,924.68",2019
JAM,Jamaica,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,894.37","5,332.52","5,448.46","5,238.15","5,105.51","5,204.83","5,183.46","5,413.03","5,729.76","5,781.79","5,102.76","5,421.64","5,697.35","5,931.29","6,178.47","6,431.85","6,681.14",2019
JAM,Jamaica,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
JPN,Japan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","38,111.41","38,049.96","38,657.44","39,500.44","39,683.85","40,348.25","40,657.98","41,408.95","41,722.88","41,819.77","40,020.07","41,120.07","42,609.80","43,383.83","43,947.40","44,415.86","44,865.88",2015
JPN,Japan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","45,135.80","48,760.91","49,175.05","40,934.76","38,522.77","35,005.66","39,411.42","38,903.30","39,818.80","40,689.79","40,088.60","40,704.30","43,118.83","46,138.06","48,159.22","50,047.52","51,797.33",2015
JPN,Japan,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.382,-3.923,-3.215,-1.895,-2.29,-1.549,-1.455,-0.534,-0.907,-1.511,-2.748,-2.417,-0.8,-0.358,-0.052,0.005,-0.008,2020
JOR,Jordan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","11,440.01","11,144.06","10,818.34","10,545.37","10,412.35","10,264.49","10,140.90","10,089.53","10,075.43","10,103.11","9,811.08","9,902.75","10,087.02","10,331.64","10,606.77","10,889.23","11,179.21",2018
JOR,Jordan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,777.82","3,897.61","3,963.59","4,100.94","4,188.72","4,218.83","4,224.80","4,273.91","4,341.04","4,425.69","4,286.49","4,393.64","4,564.91","4,792.51","5,043.13","5,306.87","5,584.39",2018
JOR,Jordan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
KAZ,Kazakhstan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,601.53","21,816.32","22,544.01","23,547.55","24,177.57","24,115.71","24,043.12","24,699.30","25,378.90","26,184.87","25,172.52","25,661.89","26,305.66","27,474.03","28,241.75","28,730.80","29,464.00",2019
KAZ,Kazakhstan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","9,005.04","11,552.57","12,300.19","13,789.17","12,713.56","10,435.17","7,662.01","9,186.71","9,749.07","9,750.43","9,071.30","10,144.68","10,510.36","11,104.66","11,656.71","12,103.15","12,647.70",2019
KAZ,Kazakhstan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
KEN,Kenya,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,019.06","4,128.62","4,221.07","4,275.55","4,384.28","4,506.43","4,590.29","4,649.98","4,795.54","4,918.07","4,792.51","4,948.22","5,131.58","5,306.12","5,475.93","5,653.93","5,838.71",2019
KEN,Kenya,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,176.31","1,178.58","1,396.21","1,490.41","1,613.09","1,625.16","1,688.87","1,805.38","1,983.37","2,110.46","2,103.55","2,198.59","2,290.50","2,394.73","2,510.40","2,637.89","2,771.25",2019
KEN,Kenya,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
KIR,Kiribati,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,732.92","1,737.32","1,795.20","1,846.18","1,809.09","1,970.98","2,044.89","2,035.86","2,084.85","2,130.46","2,085.00","2,087.14","2,104.01","2,117.54","2,126.15","2,133.44","2,141.83",2017
KIR,Kiribati,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,518.57","1,741.14","1,798.26","1,731.38","1,655.86","1,556.50","1,598.89","1,656.63","1,748.65","1,695.30","1,673.41","1,927.08","2,001.24","2,073.46","2,128.71","2,169.59","2,201.48",2017
KIR,Kiribati,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
KOR,Korea,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","34,431.15","35,426.70","36,087.62","37,060.59","38,007.94","38,870.13","39,857.09","41,001.07","41,993.06","42,850.29","42,426.54","44,207.59","45,637.64","46,906.66","48,093.05","49,264.08","50,425.74",2020
KOR,Korea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","23,077.16","25,100.19","25,459.17","27,179.52","29,252.93","28,737.44","29,274.23","31,600.74","33,433.17","31,936.80","31,638.46","35,195.52","36,791.51","38,790.77","40,759.46","42,719.39","44,610.65",2020
KOR,Korea,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",0.54,0.561,-0.387,-0.487,-0.576,-0.853,-0.83,-0.518,-0.316,-0.701,-2.812,-1.539,-0.7,n/a,n/a,n/a,n/a,2020
UVK,Kosovo,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","8,375.50","8,717.37","8,787.44","9,064.52","9,255.14","9,815.46","10,145.81","10,486.55","10,904.32","11,528.63","10,874.11","11,480.64","11,949.47","12,401.74","12,846.42","13,262.27","13,671.76",2020
UVK,Kosovo,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,290.46","3,763.91","3,582.13","3,885.72","4,098.93","3,637.47","3,766.21","4,027.29","4,425.86","4,462.72","4,348.29","4,986.26","5,406.54","5,815.64","6,220.30","6,622.24","7,017.83",2020
UVK,Kosovo,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
KWT,Kuwait,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","49,120.89","52,172.03","54,029.75","53,454.97","51,761.54","50,279.64","50,005.55","46,479.26","45,719.21","43,993.24","41,004.86","40,822.14","41,889.79","42,297.17","42,710.76","43,130.67","43,557.00",2020
KWT,Kuwait,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","32,216.41","41,657.44","45,726.19","44,754.34","40,278.05","27,398.08","25,267.15","27,193.90","29,903.56","28,513.43","22,683.64","27,927.16","28,821.61","28,794.89","28,992.74","29,413.94","30,151.31",2020
KWT,Kuwait,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
KGZ,Kyrgyz Republic,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,163.70","4,363.93","4,301.76","4,677.59","4,770.26","4,855.55","4,961.37","5,094.37","5,172.43","5,298.56","4,746.81","4,746.24","4,909.95","5,032.82","5,130.07","5,229.02","5,318.85",2019
KGZ,Kyrgyz Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",884.846,"1,131.47","1,189.52","1,295.23","1,292.62","1,132.84","1,131.84","1,254.51","1,321.95","1,388.65","1,188.82","1,224.75","1,313.86","1,387.09","1,440.64","1,497.56","1,552.21",2019
KGZ,Kyrgyz Republic,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
LAO,Lao P.D.R.,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,862.59","5,169.54","5,489.18","5,842.03","6,193.50","6,543.81","6,896.29","7,255.17","7,593.00","7,826.57","7,678.89","7,726.94","7,944.61","8,196.33","8,555.37","8,959.99","9,369.41",2020
LAO,Lao P.D.R.,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,200.87","1,412.04","1,581.90","1,830.51","1,997.98","2,130.63","2,323.28","2,452.86","2,567.55","2,618.18","2,586.78","2,625.61","2,757.81","2,878.08","3,036.72","3,214.82","3,398.17",2020
LAO,Lao P.D.R.,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
LVA,Latvia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,806.27","22,642.30","23,948.90","24,756.26","25,301.55","26,519.03","27,384.62","28,547.99","29,938.45","30,774.61","29,850.56","31,268.31","32,960.18","34,347.28","35,532.30","36,727.08","37,903.39",2019
LVA,Latvia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,276.11","13,809.19","13,862.39","15,041.85","15,678.08","13,722.08","14,253.04","15,613.44","17,799.83","17,739.47","17,549.30","19,538.90","21,489.13","23,135.10","24,723.87","26,383.31","28,009.86",2019
LVA,Latvia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
LBN,Lebanon,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","19,480.89","18,709.56","18,022.18","17,525.78","16,957.62","16,355.41","16,162.30","16,043.03","15,684.57","14,549.92","10,960.83",n/a,n/a,n/a,n/a,n/a,n/a,2019
LBN,Lebanon,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,761.62","7,675.29","7,952.12","7,933.25","7,687.75","7,663.88","7,653.69","7,819.59","8,058.46","7,639.10","2,784.82",n/a,n/a,n/a,n/a,n/a,n/a,2019
LBN,Lebanon,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
LSO,Lesotho,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,456.69","2,563.71","2,677.56","2,706.73","2,744.20","2,814.53","2,848.36","2,752.74","2,706.54","2,646.90","2,487.30","2,526.61","2,536.83","2,546.56","2,562.38","2,538.30","2,557.38",2016
LSO,Lesotho,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,222.20","1,324.61","1,261.44","1,191.99","1,250.63","1,106.83","1,105.77","1,166.07","1,140.52","1,087.59",969.708,"1,187.51","1,227.37","1,271.60","1,314.76","1,343.73","1,394.55",2016
